Intra.Dis	Inter.Dis	fish	chisq	p.adjust	X95CIdown	X95CIup	OR
LQTs	Mgcn-Alps	NA	6.30139307787072e-17	4.47398908528821e-15	1.7898	2.5975	2.1512
LQTs	Mgcn-Hemo	NA	3.31491454881812e-33	3.74585344016448e-31	1.8064	2.2906	2.0335
LQTs	Nefb-LQTs	NA	1.9861854140259e-115	4.01209453633232e-113	2.3591	2.7904	2.5663
LQTs	Phkt-Dibt	NA	1.19558373429814e-75	2.08031569767876e-73	1.9031	2.2292	2.0605
LQTs	Phkt-Retb	NA	1.0478317785033e-62	1.70796579896038e-60	1.8711	2.2203	2.0387
Mgcn	Retb-DCM	NA	1.50195136311064e-55	1.68218552668392e-53	3.2961	4.8214	3.9933
Mgcn	Nefb-Phkt	NA	3.74125635482585e-24	2.54405432128158e-22	2.1579	3.2001	2.6317
Mgcn	Hemo-LQTs	NA	2.82451063062281e-59	3.21994211891e-57	3.6569	5.4535	4.472
Mgcn	Hutt-Deme	NA	4.30722309742967e-31	3.31656178502085e-29	2.3476	3.4177	2.8372
Mgcn	Phkt-Alps	NA	9.51527416527561e-24	6.37523369073466e-22	2.7633	4.7055	3.6027
Mgcn	DCM-Mgcn	NA	5.03461098375507e-38	4.48080377554201e-36	3.1804	5.0073	3.9934
Mgcn	Alps-Atls	NA	1.66151155287014e-47	1.64489643734144e-45	3.0265	4.4406	3.6718
Mgcn	LQTs-Retb	NA	6.72484856760475e-55	7.39733342436522e-53	3.2683	4.7786	3.9578
Mgcn	Mgcn-Babi	NA	2.21836106788368e-30	1.6859544115916e-28	2.8242	4.4897	3.5627
Mgcn	Atls-Hyte	NA	4.19719967270265e-39	3.81945170215941e-37	2.6475	3.8537	3.1995
Mgcn	Babi-Dibt	NA	5.76252661454626e-81	7.31840880047375e-79	4.1893	6.1159	5.0701
Mgcn	Deme-HeartD	NA	2.80444873619222e-50	2.88858219827799e-48	3.0547	4.4461	3.6915
Mgcn	Dibt-Hutt	NA	1.74733725130862e-38	1.57260352617776e-36	2.6239	3.8191	3.1709
Mgcn	HeartD-Dibt	NA	1.01147216051596e-51	1.07812180238078e-49	3.1054	4.5195	3.7526
Mgcn	Hyte-Phkt	NA	1.07268206720054e-28	7.83057909056394e-27	2.2877	3.3506	2.773
Mgcn	Alps-Babi	NA	3.60923224139294e-53	5.48603300691727e-51	4.401	7.1794	5.6208
Mgcn	Alps-Deme	NA	5.15853127067247e-43	6.86084658999439e-41	2.8562	4.1917	3.4653
Mgcn	Atls-HeartD	NA	1.18866398045362e-51	1.78299597068043e-49	3.104	4.5178	3.751
Mgcn	Atls-Hemo	NA	8.09176062475626e-34	9.46735993096482e-32	2.4622	3.5906	2.9781
Mgcn	Babi-Retb	NA	1.79826897484372e-65	3.02109187773745e-63	3.6826	5.3958	4.4652
Mgcn	DCM-Hutt	NA	1.21090819971353e-58	1.91323495554738e-56	3.4025	4.9742	4.1208
Mgcn	Deme-Atls	NA	5.57502793890971e-35	6.63428324730256e-33	2.4945	3.6307	3.0145
Mgcn	Deme-Phkt	NA	4.24523267771947e-23	3.82070940994752e-21	2.0654	3.0278	2.5049
Mgcn	Dibt-Babi	NA	5.76252661454626e-81	1.03149226400378e-78	4.1893	6.1159	5.0701
Mgcn	HeartD-Mgcn	NA	4.86208522701353e-34	5.73726056787597e-32	2.4861	3.6346	3.0109
Mgcn	HeartD-Retb	NA	2.87204247275831e-40	3.7336552145858e-38	2.6904	3.916	3.2513
Mgcn	Hutt-LQTs	NA	4.7192987014791e-43	6.32386025998199e-41	2.8193	4.118	3.4127
Mgcn	Hyte-Hutt	NA	2.68148099692599e-32	3.00325871655711e-30	2.393	3.4834	2.892
Mgcn	Hyte-Nefb	NA	2.73605760326619e-24	2.57189414707022e-22	2.0854	3.0367	2.5207
Mgcn	LQTs-Babi	NA	1.48033617869471e-62	2.39814460948543e-60	4.061	6.1862	5.0179
Mgcn	Mgcn-Alps	NA	8.95372517160525e-19	6.9839056338521e-17	2.3193	3.8656	2.9932
Mgcn	Mgcn-Hemo	NA	1.407049532627e-24	1.33669705599565e-22	2.2915	3.4881	2.8304
Mgcn	Nefb-LQTs	NA	3.05261701338924e-45	4.30418998887883e-43	2.9439	4.3219	3.5728
Mgcn	Phkt-Dibt	NA	4.65279214423389e-31	5.0250155157726e-29	2.3689	3.4625	2.8686
Mgcn	Phkt-Retb	NA	1.84108786286387e-29	1.91473137737842e-27	2.3374	3.436	2.8382
Atls	Retb-DCM	NA	1.33518546906043e-124	1.97607449420944e-122	1.4279	1.5235	1.4748
Atls	Nefb-Phkt	NA	0.360106345634661	1	0.9159	1.0325	0.9722
Atls	Hemo-LQTs	NA	5.45522039419661e-49	5.50977259813858e-47	1.544	1.7692	1.652
Atls	Hutt-Deme	NA	4.24333303155064e-11	1.82463320356678e-09	1.0334	1.0626	1.0479
Atls	Phkt-Alps	NA	0.00220070607371027	0.0352112971793643	1.1097	1.6095	1.3319
Atls	DCM-Mgcn	NA	6.32128343761252e-10	2.52851337504501e-08	1.3036	1.6758	1.4757
Atls	Alps-Atls	NA	9.10581504789503e-51	9.47004764981083e-49	1.303	1.4121	1.3563
Atls	LQTs-Retb	NA	2.89828231361744e-127	4.34742347042616e-125	1.4171	1.5087	1.462
Atls	Mgcn-Babi	NA	4.60270246003071e-05	0.00115067561500768	1.1535	1.5081	1.3167
Atls	Atls-Hyte	NA	5.24438398281992e-134	7.97146365388628e-132	1.1661	1.1975	1.1817
Atls	Babi-Dibt	NA	0	0	1.8233	1.9237	1.8727
Atls	Deme-HeartD	NA	0	0	1.346	1.3811	1.3634
Atls	Dibt-Hutt	NA	4.44935902023004e-131	6.71853212054736e-129	1.1563	1.1861	1.1711
Atls	HeartD-Dibt	NA	0	0	1.3694	1.4029	1.386
Atls	Hyte-Phkt	NA	0.193895571005723	1	0.988	1.062	1.0243
Atls	Alps-Babi	NA	5.54838379155626e-22	4.88257773656951e-20	1.7848	2.4313	2.0778
Atls	Alps-Deme	NA	1.95810049485009e-33	2.2518155690776e-31	1.2295	1.3332	1.2801
Atls	Atls-HeartD	NA	0	0	1.3678	1.4033	1.3854
Atls	Atls-Hemo	NA	1.88281726148254e-16	1.31797208303778e-14	1.0753	1.1253	1.1
Atls	Babi-Retb	NA	2.05897126620669e-157	4.61209563630299e-155	1.5892	1.712	1.6492
Atls	DCM-Hutt	NA	4.2784260805603e-163	9.71202720287188e-161	1.4762	1.5693	1.5219
Atls	Deme-Atls	NA	4.51232692030992e-53	6.81361364966798e-51	1.0982	1.1288	1.1134
Atls	Deme-Phkt	NA	6.54587474045173e-05	0.00229105615915811	0.8905	0.9614	0.9252
Atls	Dibt-Babi	NA	0	0	1.8233	1.9237	1.8727
Atls	HeartD-Mgcn	NA	1.94804747087053e-11	1.07142610897879e-09	1.0781	1.1473	1.1121
Atls	HeartD-Retb	NA	6.29600594794276e-164	1.43548935613095e-161	1.1851	1.2168	1.2008
Atls	Hutt-LQTs	NA	1.8974870285948e-60	3.01700437546573e-58	1.2261	1.2962	1.2606
Atls	Hyte-Hutt	NA	6.13150698767557e-22	5.33441107927775e-20	1.0539	1.0826	1.0681
Atls	Hyte-Nefb	NA	4.55309170554419e-19	3.59694244737991e-17	0.9164	0.9457	0.931
Atls	LQTs-Babi	NA	6.65694295097253e-40	8.58745640675456e-38	1.6894	2.0385	1.8541
Atls	Mgcn-Alps	NA	0.25176365329757	1	0.9354	1.3157	1.1064
Atls	Mgcn-Hemo	NA	0.352156953633696	1	0.9536	1.1486	1.0457
Atls	Nefb-LQTs	NA	2.03736574072664e-40	2.6689491203519e-38	1.2666	1.3754	1.3197
Atls	Phkt-Dibt	NA	0.000172102605867614	0.00567938599363126	1.0281	1.0922	1.0595
Atls	Phkt-Retb	NA	0.0366023109768355	0.695443908559874	1.0031	1.096	1.0484
Babi	Retb-DCM	NA	2.36747633340271e-288	4.40350598012904e-286	4.4214	5.3385	4.8598
Babi	Nefb-Phkt	NA	6.53636338088048e-110	9.02018146561506e-108	2.8775	3.5649	3.2031
Babi	Hemo-LQTs	NA	6.16624235010272e-229	1.09142489596818e-226	4.8661	6.0877	5.4429
Babi	Hutt-Deme	NA	2.98726271928901e-187	5.01860136840554e-185	3.1567	3.7751	3.4532
Babi	Phkt-Alps	NA	1.00759046951475e-51	1.07812180238078e-49	3.5772	5.4106	4.3872
Babi	DCM-Mgcn	NA	7.69924825220136e-103	1.04709776229938e-100	4.1702	5.6779	4.8613
Babi	Alps-Atls	NA	7.12782726360195e-236	1.28300890744835e-233	4.0536	4.9247	4.4691
Babi	LQTs-Retb	NA	2.28234765317647e-287	4.22234315837647e-285	4.3853	5.2912	4.8177
Babi	Mgcn-Babi	NA	2.1943683913372e-80	2.76490417308487e-78	3.6956	5.102	4.3373
Babi	Atls-Hyte	NA	3.55342999351344e-231	6.32510538845392e-229	3.5597	4.2568	3.8942
Babi	Babi-Dibt	NA	0	0	5.6247	6.7662	6.1706
Babi	Deme-HeartD	NA	9.76930593333144e-292	1.82686020953298e-289	4.1083	4.9115	4.4931
Babi	Dibt-Hutt	NA	2.9769114423091e-228	5.23936413846402e-226	3.5287	4.2187	3.8595
Babi	HeartD-Dibt	NA	2.68555981195417e-300	5.07570804459338e-298	4.1764	4.9924	4.5676
Babi	Hyte-Phkt	NA	2.6223572874674e-154	4.19577165994784e-152	3.0667	3.7132	3.3751
Babi	Alps-Babi	NA	2.50099326970299e-121	5.17705606828519e-119	5.7344	8.2016	6.8439
Babi	Alps-Deme	NA	4.42626581991679e-215	1.1065664549792e-212	3.8259	4.6484	4.2182
Babi	Atls-HeartD	NA	3.33259807073242e-299	8.86471086814824e-297	4.1741	4.9908	4.5656
Babi	Atls-Hemo	NA	2.0216448767544e-194	4.83173125544302e-192	3.3075	3.9704	3.6248
Babi	Babi-Retb	NA	4.94065645841247e-324	1.33397724377137e-321	4.9356	5.9807	5.4349
Babi	DCM-Hutt	NA	5.63066320337991e-307	1.50338707530244e-304	4.5654	5.5058	5.015
Babi	Deme-Atls	NA	1.64790607640572e-208	4.05384894795807e-206	3.3539	4.0113	3.6692
Babi	Deme-Phkt	NA	2.66983689734957e-125	5.5799591154606e-123	2.7675	3.3569	3.0485
Babi	Dibt-Babi	NA	0	0	5.6247	6.7662	6.1706
Babi	HeartD-Mgcn	NA	4.67405339089509e-186	1.09372849346945e-183	3.3358	4.0241	3.6647
Babi	HeartD-Retb	NA	1.39771270968413e-237	3.60609879098506e-235	3.6177	4.3255	3.9566
Babi	Hutt-LQTs	NA	3.2171638243482e-235	8.26811102857487e-233	3.7854	4.5565	4.1542
Babi	Hyte-Hutt	NA	3.86687399533883e-194	9.20316010890642e-192	3.2181	3.8478	3.5199
Babi	Hyte-Nefb	NA	5.36307198759792e-149	1.18523890925914e-146	2.8037	3.3551	3.0678
Babi	LQTs-Babi	NA	1.73561703317292e-196	4.16548087961501e-194	5.3673	6.9554	6.1081
Babi	Mgcn-Alps	NA	3.41417137802088e-44	4.71155650166881e-42	3.0111	4.4297	3.6444
Babi	Mgcn-Hemo	NA	5.26922355579605e-86	9.74806357822269e-84	3.0292	3.9201	3.4451
Babi	Nefb-LQTs	NA	6.28433799650802e-224	1.58365317512002e-221	3.9426	4.7938	4.3485
Babi	Phkt-Dibt	NA	2.47560174311731e-172	5.71864002660099e-170	3.1788	3.8328	3.4914
Babi	Phkt-Retb	NA	1.46603757188012e-148	3.22528265813626e-146	3.1281	3.8136	3.4544
Deme	Retb-DCM	NA	1.02291766311624e-102	1.38093884520692e-100	1.3812	1.4743	1.4268
Deme	Nefb-Phkt	NA	0.0454318818134805	0.454318818134805	0.8859	0.9991	0.9405
Deme	Hemo-LQTs	NA	1.06804601717406e-42	1.01464371631536e-40	1.4935	1.7119	1.5983
Deme	Hutt-Deme	NA	0.0642186255685593	0.577967630117034	0.9992	1.0287	1.0138
Deme	Phkt-Alps	NA	0.00692932439348243	0.103939865902236	1.0735	1.5572	1.2886
Deme	DCM-Mgcn	NA	1.6522217958982e-08	6.11322064482334e-07	1.261	1.6215	1.4277
Deme	Alps-Atls	NA	3.20980284159231e-40	2.95301861426493e-38	1.2604	1.3664	1.3121
Deme	LQTs-Retb	NA	2.35007073607789e-104	3.21959690842671e-102	1.3706	1.46	1.4144
Deme	Mgcn-Babi	NA	0.00034823490103427	0.00731293292171967	1.1159	1.4591	1.2738
Deme	Atls-Hyte	NA	3.51431798439862e-79	4.39289748049828e-77	1.1274	1.1593	1.1432
Deme	Babi-Dibt	NA	0	0	1.7633	1.8618	1.8118
Deme	Deme-HeartD	NA	0	0	1.3012	1.3371	1.3191
Deme	Dibt-Hutt	NA	9.32043881464374e-75	1.14641397420118e-72	1.118	1.1483	1.133
Deme	HeartD-Dibt	NA	0	0	1.3239	1.3582	1.3409
Deme	Hyte-Phkt	NA	0.628341536153928	1	0.9557	1.0277	0.9909
Deme	Alps-Babi	NA	4.37637781837275e-20	3.58862981106565e-18	1.7267	2.3524	2.0102
Deme	Alps-Deme	NA	3.33575054260398e-25	3.20232052089982e-23	1.1892	1.29	1.2385
Deme	Atls-HeartD	NA	0	0	1.3224	1.3586	1.3404
Deme	Atls-Hemo	NA	1.28477829556354e-07	6.16693581870499e-06	1.0399	1.0891	1.0642
Deme	Babi-Retb	NA	1.71056342080775e-135	3.66060572052859e-133	1.5372	1.6567	1.5956
Deme	DCM-Hutt	NA	6.48227595286634e-136	1.40017160581913e-133	1.4278	1.5186	1.4723
Deme	Deme-Atls	NA	3.29415304652757e-24	3.06356233327064e-22	1.0618	1.0928	1.0772
Deme	Deme-Phkt	NA	1.49562101990215e-08	7.47810509951075e-07	0.8614	0.9303	0.8951
Deme	Dibt-Babi	NA	0	0	1.7633	1.8618	1.8118
Deme	HeartD-Mgcn	NA	4.73922701423479e-06	0.000202835785059941	1.0427	1.1103	1.0759
Deme	HeartD-Retb	NA	1.15402502189009e-100	2.23880854246677e-98	1.1458	1.178	1.1617
Deme	Hutt-LQTs	NA	7.00240703641121e-44	9.45324949915513e-42	1.1858	1.2544	1.2196
Deme	Hyte-Hutt	NA	4.71711128046374e-06	0.000202835785059941	1.0189	1.048	1.0334
Deme	Hyte-Nefb	NA	1.73671425855244e-36	2.1361585380195e-34	0.8861	0.9155	0.9007
Deme	LQTs-Babi	NA	9.85832772767855e-36	1.20271598277678e-33	1.6343	1.9725	1.7938
Deme	Mgcn-Alps	NA	0.449313796832455	1	0.9049	1.273	1.0704
Deme	Mgcn-Hemo	NA	0.822418542462526	1	0.9224	1.1113	1.0117
Deme	Nefb-LQTs	NA	2.22839660637284e-31	2.45123626701012e-29	1.2252	1.3309	1.2767
Deme	Phkt-Dibt	NA	0.112259932449019	1	0.9943	1.0569	1.0251
Deme	Phkt-Retb	NA	0.538075085796842	1	0.9702	1.0606	1.0143
Dibt	Retb-DCM	NA	7.15219503864052e-60	8.2250242944366e-58	1.2546	1.3352	1.2942
Dibt	Nefb-Phkt	NA	1.26105360414739e-07	4.28758225410113e-06	0.8042	0.9054	0.8531
Dibt	Hemo-LQTs	NA	9.12460699875794e-28	6.56971703910572e-26	1.3556	1.5516	1.4497
Dibt	Hutt-Deme	NA	5.42839889912827e-52	5.86267081105853e-50	0.9097	0.9296	0.9196
Dibt	Phkt-Alps	NA	0.100462071734552	0.803696573876416	0.974	1.4121	1.1687
Dibt	DCM-Mgcn	NA	4.27957295933122e-05	0.00111268896942612	1.1443	1.4701	1.295
Dibt	Alps-Atls	NA	2.19055715947944e-18	1.22671200930849e-16	1.1445	1.2379	1.1901
Dibt	LQTs-Retb	NA	4.269179369891e-60	4.95224806907356e-58	1.2451	1.3222	1.2829
Dibt	Mgcn-Babi	NA	0.0337332586752378	0.404799104102854	1.0125	1.3229	1.1553
Dibt	Atls-Hyte	NA	1.37996838463436e-12	6.34785456931806e-11	1.0266	1.0474	1.037
Dibt	Babi-Dibt	NA	0	0	1.6023	1.6856	1.6433
Dibt	Deme-HeartD	NA	6.34502501143107e-299	1.19286470214904e-296	1.1851	1.2079	1.1964
Dibt	Dibt-Hutt	NA	7.53392216464737e-09	2.862890422566e-07	1.0182	1.0373	1.0277
Dibt	HeartD-Dibt	NA	0	0	1.2061	1.2265	1.2162
Dibt	Hyte-Phkt	NA	2.04535389866336e-09	7.9768802047871e-08	0.868	0.9309	0.8988
Dibt	Alps-Babi	NA	3.65770033035312e-15	2.37750521472953e-13	1.5665	2.1329	1.8233
Dibt	Alps-Deme	NA	6.79610058451261e-09	3.46601129810143e-07	1.08	1.1687	1.1233
Dibt	Atls-HeartD	NA	0	0	1.2043	1.2272	1.2157
Dibt	Atls-Hemo	NA	0.000949982016356267	0.028499460490688	0.9452	0.9858	0.9652
Dibt	Babi-Retb	NA	4.09710440323953e-91	7.70255627809032e-89	1.396	1.5007	1.4472
Dibt	DCM-Hutt	NA	9.07600913584758e-85	1.66090967186011e-82	1.2971	1.3752	1.3355
Dibt	Deme-Atls	NA	1.7681455843175e-05	0.000707258233727	0.9667	0.9875	0.977
Dibt	Deme-Phkt	NA	2.82417747512855e-28	2.90890279938241e-26	0.7822	0.8427	0.8119
Dibt	Dibt-Babi	NA	0	0	1.6023	1.6856	1.6433
Dibt	HeartD-Mgcn	NA	0.109496261030528	1	0.9472	1.0056	0.9759
Dibt	HeartD-Retb	NA	2.26545219478994e-25	2.22014315089414e-23	1.0434	1.0642	1.0537
Dibt	Hutt-LQTs	NA	5.71052815498486e-14	3.54052745609061e-12	1.0774	1.1358	1.1062
Dibt	Hyte-Hutt	NA	1.47350860677585e-35	1.78294541419878e-33	0.9278	0.9469	0.9373
Dibt	Hyte-Nefb	NA	1.18168927821062e-202	2.88332183883391e-200	0.8063	0.8277	0.8169
Dibt	LQTs-Babi	NA	2.36941882882254e-25	2.29833626395786e-23	1.483	1.7881	1.627
Dibt	Mgcn-Alps	NA	0.760235087773661	1	0.821	1.1542	0.9708
Dibt	Mgcn-Hemo	NA	0.0691204457275863	1	0.8371	1.0074	0.9176
Dibt	Nefb-LQTs	NA	6.70236928227186e-13	3.82035049089496e-11	1.1125	1.2057	1.158
Dibt	Phkt-Dibt	NA	7.57904515254764e-07	3.33477986712096e-05	0.9033	0.9571	0.9297
Dibt	Phkt-Retb	NA	0.000159772476674393	0.00543226420692936	0.881	0.9609	0.9199
HeartD	Retb-DCM	NA	6.34375991947462e-22	4.06000634846376e-20	1.1296	1.2027	1.1655
HeartD	Nefb-Phkt	NA	1.62910910559365e-18	9.28592190188381e-17	0.7242	0.8155	0.7683
HeartD	Hemo-LQTs	NA	5.88680722183354e-15	2.88453553869843e-13	1.2207	1.3974	1.3055
HeartD	Hutt-Deme	NA	2.63462868904813e-236	4.76867792717712e-234	0.8188	0.8375	0.8281
HeartD	Phkt-Alps	NA	0.611685476339403	1	0.8771	1.2717	1.0525
HeartD	DCM-Mgcn	NA	0.0156879792799463	0.219631709919248	1.0305	1.324	1.1662
HeartD	Alps-Atls	NA	0.000532797121613734	0.0101231453106609	1.0306	1.1149	1.0718
HeartD	LQTs-Retb	NA	5.00462637912405e-21	3.15291461884815e-19	1.1211	1.1909	1.1554
HeartD	Mgcn-Babi	NA	0.576462725750526	1	0.9118	1.1915	1.0405
HeartD	Atls-Hyte	NA	2.34123986796001e-37	2.06029108380481e-35	0.9241	0.9437	0.9339
HeartD	Babi-Dibt	NA	1.90153096913701e-202	3.27063326691566e-200	1.4427	1.5183	1.4799
HeartD	Deme-HeartD	NA	2.77245060859834e-48	2.77245060859834e-46	1.0667	1.0883	1.0774
HeartD	Dibt-Hutt	NA	2.01826507912342e-54	2.19990893624453e-52	0.9165	0.9346	0.9255
HeartD	HeartD-Dibt	NA	3.6511762640357e-89	4.89257619380784e-87	1.0856	1.1051	1.0953
HeartD	Hyte-Phkt	NA	2.03891639901344e-32	1.67191144719102e-30	0.7816	0.8385	0.8094
HeartD	Alps-Babi	NA	1.07658980345143e-10	5.70592595829258e-09	1.4107	1.921	1.642
HeartD	Alps-Deme	NA	0.572739735296978	1	0.9725	1.0526	1.0116
HeartD	Atls-HeartD	NA	4.34727620193754e-72	7.43384230531319e-70	1.0841	1.1057	1.0948
HeartD	Atls-Hemo	NA	1.78935274910127e-38	2.23669093637659e-36	0.851	0.888	0.8693
HeartD	Babi-Retb	NA	4.29260943132233e-47	6.18135758110416e-45	1.257	1.3517	1.3033
HeartD	DCM-Hutt	NA	4.86148861570878e-35	5.83378633885054e-33	1.1679	1.2387	1.2027
HeartD	Deme-Atls	NA	4.89563195515978e-114	9.84022022987116e-112	0.8702	0.8897	0.8799
HeartD	Deme-Phkt	NA	1.6014984359671e-61	2.57841248190703e-59	0.7043	0.7591	0.7311
HeartD	Dibt-Babi	NA	1.90153096913701e-202	4.62072025500293e-200	1.4427	1.5183	1.4799
HeartD	HeartD-Mgcn	NA	2.7750913355666e-17	2.02581667496362e-15	0.8529	0.9057	0.8789
HeartD	HeartD-Retb	NA	2.86098534849497e-23	2.60349666713042e-21	0.9392	0.9588	0.9489
HeartD	Hutt-LQTs	NA	0.783205461819325	1	0.9701	1.0231	0.9962
HeartD	Hyte-Hutt	NA	1.87685559125482e-213	4.6733704222245e-211	0.8351	0.8532	0.8441
HeartD	Hyte-Nefb	NA	0	0	0.7259	0.7457	0.7357
HeartD	LQTs-Babi	NA	4.4598199878411e-16	3.07727579161036e-14	1.3355	1.6105	1.4652
HeartD	Mgcn-Alps	NA	0.124631827792509	1	0.7394	1.0395	0.8743
HeartD	Mgcn-Hemo	NA	4.84712455298875e-05	0.00174496483907595	0.7538	0.9073	0.8264
HeartD	Nefb-LQTs	NA	0.0412697925522043	0.742856265939677	1.0018	1.0859	1.0429
HeartD	Phkt-Dibt	NA	3.15950148883782e-33	3.60183169727511e-31	0.8133	0.8621	0.8373
HeartD	Phkt-Retb	NA	1.65949071900914e-17	1.22802313206676e-15	0.7933	0.8655	0.8285
Hyte	Retb-DCM	NA	9.56101782306154e-179	1.57756794080515e-176	1.5312	1.6319	1.5806
Hyte	Nefb-Phkt	NA	0.178611170539466	1	0.9819	1.1063	1.0419
Hyte	Hemo-LQTs	NA	9.09862591702548e-64	1.07363785820901e-61	1.6552	1.8957	1.7706
Hyte	Hutt-Deme	NA	1.79688452882793e-72	2.1742302798818e-70	1.109	1.1375	1.1231
Hyte	Phkt-Alps	NA	0.000132281951745196	0.00304248489013951	1.1895	1.7248	1.4275
Hyte	DCM-Mgcn	NA	2.58393346540726e-13	1.21444872874141e-11	1.3973	1.7958	1.5816
Hyte	Alps-Atls	NA	1.93418898768347e-77	2.3983943447275e-75	1.3972	1.5127	1.4536
Hyte	LQTs-Retb	NA	3.07298901724963e-184	5.13189165880688e-182	1.5196	1.616	1.5669
Hyte	Mgcn-Babi	NA	2.99248745704915e-07	9.57595986255728e-06	1.2365	1.6161	1.4111
Hyte	Atls-Hyte	NA	0	0	1.2515	1.2818	1.2665
Hyte	Babi-Dibt	NA	0	0	1.9553	2.0603	2.0071
Hyte	Deme-HeartD	NA	0	0	1.4445	1.4782	1.4613
Hyte	Dibt-Hutt	NA	0	0	1.2411	1.2695	1.2552
Hyte	HeartD-Dibt	NA	0	0	1.4699	1.5013	1.4855
Hyte	Hyte-Phkt	NA	2.61941221767002e-07	8.64406031831107e-06	1.0595	1.1376	1.0978
Hyte	Alps-Babi	NA	2.71638302069986e-26	2.71638302069986e-24	1.9131	2.6057	2.2269
Hyte	Alps-Deme	NA	5.30523747560918e-55	8.11701333768205e-53	1.3183	1.4281	1.372
Hyte	Atls-HeartD	NA	0	0	1.4679	1.502	1.4848
Hyte	Atls-Hemo	NA	5.26598167974742e-49	7.68833325243123e-47	1.1533	1.2052	1.1789
Hyte	Babi-Retb	NA	9.26798174234612e-210	2.28919149035949e-207	1.7041	1.8339	1.7676
Hyte	DCM-Hutt	NA	5.42767386601477e-230	1.38948450969978e-227	1.5831	1.6809	1.6311
Hyte	Deme-Atls	NA	1.40001483566103e-170	3.22003412202037e-168	1.1785	1.2083	1.1933
Hyte	Deme-Phkt	NA	0.666300549382564	1	0.9549	1.0299	0.9916
Hyte	Dibt-Babi	NA	0	0	1.9553	2.0603	2.0071
Hyte	HeartD-Mgcn	NA	1.34527161607205e-29	1.42598791303637e-27	1.1561	1.229	1.1919
Hyte	HeartD-Retb	NA	0	0	1.2718	1.3023	1.287
Hyte	Hutt-LQTs	NA	1.45370818655441e-105	2.8347309637811e-103	1.3149	1.3884	1.351
Hyte	Hyte-Hutt	NA	2.22454787697876e-106	4.36011383887837e-104	1.131	1.1588	1.1448
Hyte	Hyte-Nefb	NA	0.767641270386983	1	0.9833	1.0125	0.9978
Hyte	LQTs-Babi	NA	1.66139890816641e-49	2.45887038408629e-47	1.8109	2.1845	1.9871
Hyte	Mgcn-Alps	NA	0.0495579882014353	0.8424857994244	1.0026	1.4099	1.1857
Hyte	Mgcn-Hemo	NA	0.015758256551442	0.363601185727766	1.0222	1.2307	1.1207
Hyte	Nefb-LQTs	NA	1.3396213066421e-63	2.21037515595946e-61	1.3581	1.4734	1.4144
Hyte	Phkt-Dibt	NA	3.50445862854325e-17	2.52321021255114e-15	1.1024	1.1699	1.1356
Hyte	Phkt-Retb	NA	1.78734771627804e-07	8.40053426650679e-06	1.0754	1.1742	1.1236
